"id","profileName","text","date","title","rating","images","helpful","variant:colour"
"RPIU33BZYJ3FE","C. J. Cox","Having had these QCs replaced with Quiet Comfort II's by Bose (due to a fault) and then replaced again with another pair of QCII's (due to another fault) I can't review the pair I actually own now - ie my third pair of Bose in-ear headphones - as Amazon don't recognise that model as the one I purchased. It's a simple review anyway, which applies to both models. The sound is great, but everything else is unreliable. I am glad that Bose have twice replaced faulty units, but ideally this wouldn't happen at all. Even the current pair that are working ok still have issues - the left earpiece sometimes doesn't connect unless I put that one in first, and they seem vulnerable to interference from Bluetooth or electrical activity, with crackles and pops happening. Meanwhile my AirPods are nowhere near as good sound-wise, but at least they are robust and reliable. The Bose earbuds also slide out of my ear, even having tried all the bits of rubber in different combinations - but I have a pair of reasonable-sounding Sony WF-C700Ns that sit and hold really well. The quest for the holy grail of reliable, great-sounding earbuds that stay put in my ears goes on. Ok it's not as exciting a quest as for the actual holy grail, but I will give thanks to the almighty if I ever achieve it.","Reviewed in the United Kingdom on 2 November 2023","Good but unreliable, and that goes for the QCII model as well","3.0 out of 5 stars","","0","Triple Black"
"R16606V955DMI","Carl E. McMillin","Like features, very good noise-cancellation, then 1 year and a few months, left bud stops blink even after factory reset.  Headset won't pair - i.e. it's a brick.","Reviewed in the United States on 1 November 2023","Defect after 1 year: left bud not connecting.","3.0 out of 5 stars","","0","Soapstone"
"R53C2TV2ABG4C","Werner","Leider nicht so gut wie die Bose SoundSport, die es nicht mehr gibt. Wenig Steuerung über Kopfhörer möglich, auch Siri wird nicht erkannt. Und leider auch etwas schwerer. Schade","Reviewed in Germany on 1 November 2023","Sound gut, Funktionen könnten besser sein","3.0 out of 5 stars","","0","Soapstone"
"RUMIU50FUBZ2T","MRQZ","Al principio como todo producto nuevo, admito que el producto parecía excelente. Los audifonos bloqueaban el ruido externo sin problema, la equalizacion funcionaba a gran detalle, pero al llegar casi al año y medio de uso, el audifono derecho comenzó a fallar. La garantía ya expiró por lo que mandarlo a servicio es carísimo, y según veo en linea, muchísimas personas han experimentado el mismo desenlace, sin solución alguna. Calidad BOSE estos días es pésima a la larga.","Reviewed in Mexico on 4 October 2023","Gran decepción","3.0 out of 5 stars","","0","Triple Black"
"R3T7CQ2Z5W5XHX","gvxymypssbltf","Sehr geehrte Damen und Herren ich habe mir vor einiger Zeit die Kopfhörer gekauft und muß leider feststellen das sie kaputt sind. Kann ich sie bei ihnen reparieren lassen?Mit freundlichen GrüßenStefanie Thiessen","Reviewed in Germany on 27 September 2023","Kaputte Kopfhörer","3.0 out of 5 stars","","0","Triple Black"
"RL58Y8JFGA264","matty","It’s comfortable and decent batter life. Sound quality is good. Connection is off and on at times. Definitely better than iPod airpro and all the other noise canceling Bluetooth earbuds I’ve tried from Amazon. And I’ve tried about dozens. Tried various modes of noise cancelation on this pair and it’s still not as quiet as one would like it to be. Not a lot of static noise which is a plus","Reviewed in the United States on 26 September 2023","could do better with the noise canceling","3.0 out of 5 stars","","0","Soapstone"
"R1140BD4220N1C","Drexel Gregory","The nice thing about earphones like these are that they sit on the outside of your ear and are anchored in.The annoying thing is that it’s glitchy. When I take it out of its case, usually only one earphone connects. I then have to put them both back in the case, close it, reopen it, and try it on again hoping they’ll both connect. It’s almost always this way and it gets very annoying.","Reviewed in the United States on 9 September 2023","Glitchy","3.0 out of 5 stars","","0","Soapstone"
"R1V4SVJ0D1GMPR","Emel Arkan","Verbindung Sound Boisecancelling allem ssuper nerven, aber total, da sie ständig aus dem Ohr fallen. Egal, welcher Größe der Ohrstöpsel ich versucht habe es bleibt nicht im Ohr. ich habe auch von Apple, die AirPods Pro und die sitzen fest im Ohr. Aus dem Grund bereue ich den Kauf.","Reviewed in Germany on 8 September 2023","General gute Ohrhörer","3.0 out of 5 stars","","0","Triple Black"
"R1G0FLOYH6OEQL","Jay Hoffman","Bought these a while ago and the left your piece has stopped working","Reviewed in the United States on 6 September 2023","Earbud stopped working","3.0 out of 5 stars","","0","Triple Black"
"RFAJM7VXYZCXV","Natan","Cualquiera de los 2 modelos de audífonos, el sport o estos, los micrófonos son súper malos, nadie me escucha","Reviewed in Mexico on 5 September 2023","El micrófono es deficiente","3.0 out of 5 stars","","0","Triple Black"
"R156S3A3SJPO40","Adam F","Bought these a bit over a year ago and they had overall worked great for a while. I brought them just about everywhere and they were my go-to headphones. Even used them for gaming on my PC because sometimes I would get tired of wearing headphones. However, a few days ago, the right earbud just gave out. It won't turn on, flash lights, make sounds, nothing. Of course, they broke 10 days after the warranty expired so I might be out of luck there. $210 gone I guess, I like to think I got my money's worth but I'm still upset that they broke after only a year. I'll remember that when I look for new earbuds","Reviewed in the United States on 30 August 2023","They were great until they weren't","3.0 out of 5 stars","","0","Triple Black"
"R39I4PNK2MAK25","Chan","sound quality is great but after wearing for 1 hour is uncomfortable unlike airpod pro 2 n other ear piece","Reviewed in Singapore on 27 August 2023","sound quality is good but uncomfortable in ears","3.0 out of 5 stars","","0","Triple Black"
"R3B2HIZQ79KX1K","Charles Harper","I find these fall out of my ears very easily even with the different sizes ear plugs.  Can't chew, walk fast, or turn you head without them falling out.  Sounds great when the stay put, which is few and far between.","Reviewed in the United States on 20 August 2023","Fit","3.0 out of 5 stars","","0","Triple Black"
"R3UTXW57XV885K","ramble on","Great sound, charge lasts. 3/5 for average comfort.","Reviewed in the United States on 12 August 2023","Great sound, 3/5 comfort","3.0 out of 5 stars","","0","Soapstone"
"R2Z8CBRQN3YMP0","Dylan Byrne","Whatever happened to microphones that just picked up the user's voice? Why do they pick up every background noise and amplify them to the point that the person on the other end of the line can't stand it!? I can't use these headphones on a call while outside. For music and podcasts they're great but for calls they are unusable.","Reviewed in the United Kingdom on 10 August 2023","Awful microphone, to the point that it's unusable for calls outside","3.0 out of 5 stars","","0","Triple Black"
"R3I9W7R033HZOG","Alexandre Pavy","I mean, it's on me i guess but at this price you can expect that the case can be sold separetly if you break or lose it. But no, for the second generation yes but not this one. So go for it if you are sure about never losing it or anything, because if you do your earbuds are worthless, you cant charge them with another case from someone else or anything.So go for the second generation if you can afford it, this one isnt really worth the price.","Reviewed in Canada on 9 August 2023","Awesome YET dont lose or break the case","3.0 out of 5 stars","","0","Triple Black"
"R2DUZ45GK8TQEX","Kima","By far the best noise cancellation headphone Ive ever used. I specifically bought it to block out the rude and cancerous neighbors we have living upstairs. Amazing sound quality and noise cancellation and battery life is also great. I would give it 5 stars but the only thing I will complain about the product is its physical quality. It hasnt even been a year and the headphone is already falling apart. Maybe because I wear 5-6 hours a say until the devils goes to bed upstairs. So Im just sitting outside super gluing this thing so I can get back to my peaceful life.","Reviewed in the United States on 8 August 2023","Great noise cancellation but physical quality needs attention.","3.0 out of 5 stars","https://m.media-amazon.com/images/I/71iMoIclmdL.jpg
https://m.media-amazon.com/images/I/81N4W2MxQNL.jpg","0","Triple Black"
"R6EP4KSEL9PBQ","Amazon Customer","Product has good sound but does not stay In-ear it falls no matter what ear piece I put find it.A concern when I go out that it might fall and I might lose it.Should have other options.","Reviewed in the United States on 6 August 2023","Dose not stay in Ear keeps falling out no matter what earpiece I put on.","3.0 out of 5 stars","","0","Triple Black"
